Year of Birth,Gender,Ethnicity,Child's First Name,Count,Rank,Gender,Ethnicity,Child's First Name,Sub1,Sub2,
2011,FEMALE,WHITE NON HISPANIC,LYLA,21,70,Female,White Non Hispanic,Lyla,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,MAEVE,21,70,Female,White Non Hispanic,Maeve,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,VIVIENNE,21,70,Female,White Non Hispanic,Vivienne,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,YAEL,21,70,Female,White Non Hispanic,Yael,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,ZOEY,21,70,Female,White Non Hispanic,Zoey,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,ALESSANDRA,20,71,Female,White Non Hispanic,Alessandra,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,ASHLEY,20,71,Female,White Non Hispanic,Ashley,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,BATSHEVA,20,71,Female,White Non Hispanic,Batsheva,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,BLIMA,20,71,Female,White Non Hispanic,Blima,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,DYLAN,20,71,Female,White Non Hispanic,Dylan,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,JACQUELINE,20,71,Female,White Non Hispanic,Jacqueline,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,LIBA,20,71,Female,White Non Hispanic,Liba,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,MORGAN,20,71,Female,White Non Hispanic,Morgan,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,NATALIA,20,71,Female,White Non Hispanic,Natalia,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,RAIZEL,20,71,Female,White Non Hispanic,Raizel,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,SHIFRA,20,71,Female,White Non Hispanic,Shifra,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,SURY,20,71,Female,White Non Hispanic,Sury,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,YOCHEVED,20,71,Female,White Non Hispanic,Yocheved,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,ADDISON,19,72,Female,White Non Hispanic,Addison,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,ADINA,19,72,Female,White Non Hispanic,Adina,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,ANASTASIA,19,72,Female,White Non Hispanic,Anastasia,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,BRUCHA,19,72,Female,White Non Hispanic,Brucha,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,ELENA,19,72,Female,White Non Hispanic,Elena,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,GABRIELA,19,72,Female,White Non Hispanic,Gabriela,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,SIMA,19,72,Female,White Non Hispanic,Sima,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,VERA,19,72,Female,White Non Hispanic,Vera,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,ADRIANNA,18,73,Female,White Non Hispanic,Adrianna,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,AVIVA,18,73,Female,White Non Hispanic,Aviva,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,ESTY,18,73,Female,White Non Hispanic,Esty,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,HAZEL,18,73,Female,White Non Hispanic,Hazel,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,HENNY,18,73,Female,White Non Hispanic,Henny,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,LAURA,18,73,Female,White Non Hispanic,Laura,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,MACKENZIE,18,73,Female,White Non Hispanic,Mackenzie,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,AMINA,17,74,Female,White Non Hispanic,Amina,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,DEVORA,17,74,Female,White Non Hispanic,Devora,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,ELLE,17,74,Female,White Non Hispanic,Elle,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,KAITLYN,17,74,Female,White Non Hispanic,Kaitlyn,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,KATE,17,74,Female,White Non Hispanic,Kate,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,LIANA,17,74,Female,White Non Hispanic,Liana,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,MARIAM,17,74,Female,White Non Hispanic,Mariam,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,SALMA,17,74,Female,White Non Hispanic,Salma,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,SKYLAR,17,74,Female,White Non Hispanic,Skylar,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,SLOANE,17,74,Female,White Non Hispanic,Sloane,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,AHUVA,16,75,Female,White Non Hispanic,Ahuva,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,CECILIA,16,75,Female,White Non Hispanic,Cecilia,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,EMERSON,16,75,Female,White Non Hispanic,Emerson,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,FAIGA,16,75,Female,White Non Hispanic,Faiga,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,FRADEL,16,75,Female,White Non Hispanic,Fradel,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,MARY,16,75,Female,White Non Hispanic,Mary,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,MICHAL,16,75,Female,White Non Hispanic,Michal,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,SASHA,16,75,Female,White Non Hispanic,Sasha,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,SAVANNAH,16,75,Female,White Non Hispanic,Savannah,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,SERENA,16,75,Female,White Non Hispanic,Serena,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,SHAINA,16,75,Female,White Non Hispanic,Shaina,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,SIENA,16,75,Female,White Non Hispanic,Siena,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,SUMMER,16,75,Female,White Non Hispanic,Summer,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,ALLISON,15,76,Female,White Non Hispanic,Allison,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,AMANDA,15,76,Female,White Non Hispanic,Amanda,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,AMELIE,15,76,Female,White Non Hispanic,Amelie,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,BATYA,15,76,Female,White Non Hispanic,Batya,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,BREINDY,15,76,Female,White Non Hispanic,Breindy,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,BROOKLYN,15,76,Female,White Non Hispanic,Brooklyn,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,DAHLIA,15,76,Female,White Non Hispanic,Dahlia,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,DANIELLE,15,76,Female,White Non Hispanic,Danielle,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,ERIN,15,76,Female,White Non Hispanic,Erin,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,ETTY,15,76,Female,White Non Hispanic,Etty,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,GABRIELLE,15,76,Female,White Non Hispanic,Gabrielle,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,GEMMA,15,76,Female,White Non Hispanic,Gemma,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,HADASSAH,15,76,Female,White Non Hispanic,Hadassah,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,IVY,15,76,Female,White Non Hispanic,Ivy,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,MADELYN,15,76,Female,White Non Hispanic,Madelyn,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,MALAK,15,76,Female,White Non Hispanic,Malak,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,MICHAELA,15,76,Female,White Non Hispanic,Michaela,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,PEREL,15,76,Female,White Non Hispanic,Perel,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,SHAINDEL,15,76,Female,White Non Hispanic,Shaindel,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,SIMONE,15,76,Female,White Non Hispanic,Simone,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,ALESSIA,14,77,Female,White Non Hispanic,Alessia,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,ALISA,14,77,Female,White Non Hispanic,Alisa,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,ANNABEL,14,77,Female,White Non Hispanic,Annabel,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,ARIEL,14,77,Female,White Non Hispanic,Ariel,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,BLAKE,14,77,Female,White Non Hispanic,Blake,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,BRIDGET,14,77,Female,White Non Hispanic,Bridget,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,BRYNN,14,77,Female,White Non Hispanic,Brynn,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,CHARLIE,14,77,Female,White Non Hispanic,Charlie,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,CHRISTINA,14,77,Female,White Non Hispanic,Christina,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,COLETTE,14,77,Female,White Non Hispanic,Colette,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,ELISHEVA,14,77,Female,White Non Hispanic,Elisheva,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,ESTER,14,77,Female,White Non Hispanic,Ester,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,GOLDA,14,77,Female,White Non Hispanic,Golda,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,ISLA,14,77,Female,White Non Hispanic,Isla,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,JASMINE,14,77,Female,White Non Hispanic,Jasmine,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,JOYCE,14,77,Female,White Non Hispanic,Joyce,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,MATILDA,14,77,Female,White Non Hispanic,Matilda,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,RYAN,14,77,Female,White Non Hispanic,Ryan,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,SURI,14,77,Female,White Non Hispanic,Suri,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,TESSA,14,77,Female,White Non Hispanic,Tessa,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,TZIVIA,14,77,Female,White Non Hispanic,Tzivia,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,VANESSA,14,77,Female,White Non Hispanic,Vanessa,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,BRUCHY,13,78,Female,White Non Hispanic,Bruchy,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,DAISY,13,78,Female,White Non Hispanic,Daisy,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,DANIELA,13,78,Female,White Non Hispanic,Daniela,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,DIANA,13,78,Female,White Non Hispanic,Diana,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,ELISE,13,78,Female,White Non Hispanic,Elise,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,KYLIE,13,78,Female,White Non Hispanic,Kylie,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,LARA,13,78,Female,White Non Hispanic,Lara,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,LILLY,13,78,Female,White Non Hispanic,Lilly,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,LINA,13,78,Female,White Non Hispanic,Lina,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,MILENA,13,78,Female,White Non Hispanic,Milena,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,PAIGE,13,78,Female,White Non Hispanic,Paige,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,PARKER,13,78,Female,White Non Hispanic,Parker,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,REESE,13,78,Female,White Non Hispanic,Reese,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,RIFKY,13,78,Female,White Non Hispanic,Rifky,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,ROIZY,13,78,Female,White Non Hispanic,Roizy,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,WILLA,13,78,Female,White Non Hispanic,Willa,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,YACHET,13,78,Female,White Non Hispanic,Yachet,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,ADELINE,12,79,Female,White Non Hispanic,Adeline,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,BARBARA,12,79,Female,White Non Hispanic,Barbara,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,CASEY,12,79,Female,White Non Hispanic,Casey,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,GENEVIEVE,12,79,Female,White Non Hispanic,Genevieve,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,GRETA,12,79,Female,White Non Hispanic,Greta,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,KATHRYN,12,79,Female,White Non Hispanic,Kathryn,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,LEORA,12,79,Female,White Non Hispanic,Leora,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,LILAH,12,79,Female,White Non Hispanic,Lilah,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,MAKAYLA,12,79,Female,White Non Hispanic,Makayla,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,MELANIE,12,79,Female,White Non Hispanic,Melanie,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,MIKAYLA,12,79,Female,White Non Hispanic,Mikayla,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,RIFKA,12,79,Female,White Non Hispanic,Rifka,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,RUCHY,12,79,Female,White Non Hispanic,Ruchy,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,TZIPORA,12,79,Female,White Non Hispanic,Tzipora,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,ALICIA,11,80,Female,White Non Hispanic,Alicia,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,ALINA,11,80,Female,White Non Hispanic,Alina,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,AMIRA,11,80,Female,White Non Hispanic,Amira,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,AMY,11,80,Female,White Non Hispanic,Amy,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,AVIGAIL,11,80,Female,White Non Hispanic,Avigail,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,CAITLIN,11,80,Female,White Non Hispanic,Caitlin,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,CAMERON,11,80,Female,White Non Hispanic,Cameron,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,ELLIANA,11,80,Female,White Non Hispanic,Elliana,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,FINLEY,11,80,Female,White Non Hispanic,Finley,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,HADASSA,11,80,Female,White Non Hispanic,Hadassa,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,HANNA,11,80,Female,White Non Hispanic,Hanna,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,JORDYN,11,80,Female,White Non Hispanic,Jordyn,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,KAYLEE,11,80,Female,White Non Hispanic,Kaylee,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,KIRA,11,80,Female,White Non Hispanic,Kira,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,PIPER,11,80,Female,White Non Hispanic,Piper,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,RUTH,11,80,Female,White Non Hispanic,Ruth,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,SYLVIA,11,80,Female,White Non Hispanic,Sylvia,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,TAMAR,11,80,Female,White Non Hispanic,Tamar,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,VALERIE,11,80,Female,White Non Hispanic,Valerie,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,VERONIKA,11,80,Female,White Non Hispanic,Veronika,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,ANGELICA,10,81,Female,White Non Hispanic,Angelica,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,ARIELA,10,81,Female,White Non Hispanic,Ariela,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,ATARA,10,81,Female,White Non Hispanic,Atara,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,AUBREY,10,81,Female,White Non Hispanic,Aubrey,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,AUTUMN,10,81,Female,White Non Hispanic,Autumn,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,AYLA,10,81,Female,White Non Hispanic,Ayla,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,BIANCA,10,81,Female,White Non Hispanic,Bianca,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,CELIA,10,81,Female,White Non Hispanic,Celia,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,CHAVY,10,81,Female,White Non Hispanic,Chavy,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,CORA,10,81,Female,White Non Hispanic,Cora,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,DALIA,10,81,Female,White Non Hispanic,Dalia,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,FRIMET,10,81,Female,White Non Hispanic,Frimet,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,GIOVANNA,10,81,Female,White Non Hispanic,Giovanna,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,IDY,10,81,Female,White Non Hispanic,Idy,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,ILANA,10,81,Female,White Non Hispanic,Ilana,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,IZABELLA,10,81,Female,White Non Hispanic,Izabella,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,JULIE,10,81,Female,White Non Hispanic,Julie,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,LEILA,10,81,Female,White Non Hispanic,Leila,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,LONDON,10,81,Female,White Non Hispanic,London,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,MIRI,10,81,Female,White Non Hispanic,Miri,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,NICOLETTE,10,81,Female,White Non Hispanic,Nicolette,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,QUINN,10,81,Female,White Non Hispanic,Quinn,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,SHEVY,10,81,Female,White Non Hispanic,Shevy,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,SIMI,10,81,Female,White Non Hispanic,Simi,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,TZIPORAH,10,81,Female,White Non Hispanic,Tziporah,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,TZIPPY,10,81,Female,White Non Hispanic,Tzippy,White Non Hisp,White Non Hispanic,
2011,FEMALE,WHITE NON HISPANIC,YASMINE,10,81,Female,White Non Hispanic,Yasmine,White Non Hisp,White Non Hispanic,
2011,MALE,ASIAN AND PACIFIC ISLANDER,ETHAN,177,1,Male,Asian And Pacific Islander,Ethan,Asian And Paci,Asian And Pacific Islander,
2011,MALE,ASIAN AND PACIFIC ISLANDER,JAYDEN,173,2,Male,Asian And Pacific Islander,Jayden,Asian And Paci,Asian And Pacific Islander,
2011,MALE,ASIAN AND PACIFIC ISLANDER,RYAN,150,3,Male,Asian And Pacific Islander,Ryan,Asian And Paci,Asian And Pacific Islander,
2011,MALE,ASIAN AND PACIFIC ISLANDER,JUSTIN,110,4,Male,Asian And Pacific Islander,Justin,Asian And Paci,Asian And Pacific Islander,
2011,MALE,ASIAN AND PACIFIC ISLANDER,LUCAS,103,5,Male,Asian And Pacific Islander,Lucas,Asian And Paci,Asian And Pacific Islander,
2011,MALE,ASIAN AND PACIFIC ISLANDER,JASON,98,6,Male,Asian And Pacific Islander,Jason,Asian And Paci,Asian And Pacific Islander,
2011,MALE,ASIAN AND PACIFIC ISLANDER,AIDEN,96,7,Male,Asian And Pacific Islander,Aiden,Asian And Paci,Asian And Pacific Islander,
2011,MALE,ASIAN AND PACIFIC ISLANDER,KEVIN,92,8,Male,Asian And Pacific Islander,Kevin,Asian And Paci,Asian And Pacific Islander,
2011,MALE,ASIAN AND PACIFIC ISLANDER,ERIC,85,9,Male,Asian And Pacific Islander,Eric,Asian And Paci,Asian And Pacific Islander,
2011,MALE,ASIAN AND PACIFIC ISLANDER,DANIEL,84,10,Male,Asian And Pacific Islander,Daniel,Asian And Paci,Asian And Pacific Islander,
2011,MALE,ASIAN AND PACIFIC ISLANDER,MUHAMMAD,76,11,Male,Asian And Pacific Islander,Muhammad,Asian And Paci,Asian And Pacific Islander,
2011,MALE,ASIAN AND PACIFIC ISLANDER,MATTHEW,74,12,Male,Asian And Pacific Islander,Matthew,Asian And Paci,Asian And Pacific Islander,
2011,MALE,ASIAN AND PACIFIC ISLANDER,VINCENT,71,13,Male,Asian And Pacific Islander,Vincent,Asian And Paci,Asian And Pacific Islander,
2011,MALE,ASIAN AND PACIFIC ISLANDER,ANDREW,70,14,Male,Asian And Pacific Islander,Andrew,Asian And Paci,Asian And Pacific Islander,
2011,MALE,ASIAN AND PACIFIC ISLANDER,IVAN,66,15,Male,Asian And Pacific Islander,Ivan,Asian And Paci,Asian And Pacific Islander,
2011,MALE,ASIAN AND PACIFIC ISLANDER,WILLIAM,66,15,Male,Asian And Pacific Islander,William,Asian And Paci,Asian And Pacific Islander,
2011,MALE,ASIAN AND PACIFIC ISLANDER,AUSTIN,64,16,Male,Asian And Pacific Islander,Austin,Asian And Paci,Asian And Pacific Islander,
2011,MALE,ASIAN AND PACIFIC ISLANDER,DYLAN,53,17,Male,Asian And Pacific Islander,Dylan,Asian And Paci,Asian And Pacific Islander,
2011,MALE,ASIAN AND PACIFIC ISLANDER,ALEX,52,18,Male,Asian And Pacific Islander,Alex,Asian And Paci,Asian And Pacific Islander,
2011,MALE,ASIAN AND PACIFIC ISLANDER,AARON,51,19,Male,Asian And Pacific Islander,Aaron,Asian And Paci,Asian And Pacific Islander,
2011,MALE,ASIAN AND PACIFIC ISLANDER,EVAN,51,19,Male,Asian And Pacific Islander,Evan,Asian And Paci,Asian And Pacific Islander,
2011,MALE,ASIAN AND PACIFIC ISLANDER,JONATHAN,50,20,Male,Asian And Pacific Islander,Jonathan,Asian And Paci,Asian And Pacific Islander,
2011,MALE,ASIAN AND PACIFIC ISLANDER,JACOB,49,21,Male,Asian And Pacific Islander,Jacob,Asian And Paci,Asian And Pacific Islander,
2011,MALE,ASIAN AND PACIFIC ISLANDER,ALEXANDER,47,22,Male,Asian And Pacific Islander,Alexander,Asian And Paci,Asian And Pacific Islander,
2011,MALE,ASIAN AND PACIFIC ISLANDER,ANTHONY,46,23,Male,Asian And Pacific Islander,Anthony,Asian And Paci,Asian And Pacific Islander,
2011,MALE,ASIAN AND PACIFIC ISLANDER,MOHAMMAD,46,23,Male,Asian And Pacific Islander,Mohammad,Asian And Paci,Asian And Pacific Islander,
2011,MALE,ASIAN AND PACIFIC ISLANDER,KYLE,45,24,Male,Asian And Pacific Islander,Kyle,Asian And Paci,Asian And Pacific Islander,
